# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Mar 11 13:34:12 CET 2022 [seed=1647002049270]
# -save_every 100000 -save_state tanzania_cp3.states tanzania_cp3.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.logPopSize51	skygrid.logPopSize52	skygrid.logPopSize53	skygrid.logPopSize54	skygrid.logPopSize55	skygrid.logPopSize56	skygrid.logPopSize57	skygrid.logPopSize58	skygrid.logPopSize59	skygrid.logPopSize60	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	gps.precision.col11	gps.precision.col12	gps.precision.col21	gps.precision.col22	correlation	gps.varCovar.gps.precision.col11	gps.varCovar.gps.precision.col12	gps.varCovar.gps.precision.col21	gps.varCovar.gps.precision.col22	gps.diffusionRate	gps.halfDF	treeLikelihood	branchRates	gps.traitLikelihood	skygrid
0	-376801.3612131628	-8525.875322330641	-368275.48589083215	165.84475562638454	1847.8346964284056	1013.8077588793512	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	60.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	1.0471731663867776	0.31064723756906104	0.02805834748455188	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	6.447617673618915	0.5	-368273.0786590685	-1724.5489592472106	-2.407231763623738	-5349.165250364549
400000	-30235.20225375877	-2704.4987656178696	-27530.703488140898	58.314319217312544	1955.3651328374776	655.1904214597081	0.19923903803387677	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.46966536174014545	2.3533337178133436	0.21027875757379963	0.06936220141479466	2.3658053504242478	0.5315546110336659	0.011448877266216849	0.0013977159205627834	0.010429638414439616	2.664506909225666E-4	1.7771668372435736	0.015694697260413535	1.1453670812422547	0.21555124634810308	0.21555124634810308	0.6361673274616504	-0.25251809800890707	0.9325467463514209	-0.3159728655917724	-0.31597286559177234	1.6789739096666767	3.4177207970641863	13.623243094117496	-27878.6565369392	-1724.5489592472106	347.9530487983035	-941.6787893676326
800000	-29593.22393940934	-2860.29675911891	-26732.927180290433	58.060080427012124	1955.619371627778	611.2838004275613	0.21658668061577224	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.3150364766554477	2.5367598953870005	0.2338070936048864	0.06951156133820395	2.550642341895633	0.2942426311188269	0.02707661896613339	6.724439527632532E-4	0.00389748841393104	2.2166369849958457E-4	1.5644071284021035	0.04055318309113363	1.737537335834403	0.2548217398352899	0.2548217398352899	0.5918952817445761	-0.2512736595592695	0.6143140387118854	-0.26447342456998857	-0.2644734245699886	1.803348685333397	3.7738384393819118	4.330256246146826	-27103.064563643125	-1724.5489592472106	370.13738335269204	-934.1308835850002
1200000	-29296.59304572976	-2944.402101273255	-26352.190944456506	58.744730815225985	1954.9347212395642	705.6519949574081	0.19026822155269224	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.34999054045131195	2.5424934571431477	0.13573223039338	0.07431317611563598	2.6410986502482863	0.25637194564823995	0.03666159371300471	2.7217394216414863E-4	6.816725185047571E-4	1.7219317401413487E-4	1.5825387846318393	0.01955805973677615	2.042098780386039	0.38404111193113505	0.38404111193113505	0.9471521081030485	-0.2761401016405272	0.5301153506141363	-0.21494550554224875	-0.21494550554224875	1.1429504318172998	2.987776387630374	2.6423351780235853	-26735.147572318834	-1724.5489592472106	382.9566278623287	-937.425896203224
1600000	-29293.950348964627	-2958.5528655335556	-26335.397483431072	58.32077335169372	1955.3586787030963	685.5241843271986	0.21066034491605432	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.29382615871067685	2.465884877330235	0.17433153273447882	0.05150776262910345	2.686768903889705	0.3276807647058074	0.010317300714771301	2.4010700399188626E-4	4.805913290376231E-4	1.793271483281026E-4	1.4140227769195413	-0.046357940648802394	2.7131813148043578	0.2568438181949866	0.2568438181949866	1.3878446393400543	-0.13236076926619536	0.3751432936695083	-0.06942652886719179	-0.06942652886719179	0.7333902844069576	2.769274495363592	1.5487725933014793	-26725.022825532313	-1724.5489592472106	389.62534210123914	-934.8571903612055
2000000	-29287.258994363325	-2972.3999797292704	-26314.859014634054	58.939133290100926	1954.7403187646892	690.9723793395854	0.20037494709675271	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.3256970982616587	2.359157711690478	0.17028075850643132	0.08609995694713286	2.726337697776804	0.33242677681749916	0.01512181618186607	1.9784078012621012E-4	2.8659481404459555E-4	1.7128846582483144E-4	1.0242612843449574	0.1469918748637752	3.7072586744181333	0.43491267787930765	0.43491267787930765	1.7630285630027265	-0.1701163079018488	0.27777991929159673	-0.06852413573745345	-0.06852413573745345	0.5841096604918411	2.637549425105322	1.2231305850106104	-26726.312315927542	-1724.5489592472106	411.4533012934874	-932.9969877655708
2400000	-29279.948702877376	-2965.107357226604	-26314.841345650773	58.63276645586374	1955.0466855989264	696.9429948756406	0.30200076885694876	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.3644376226144656	2.3649691550550633	0.1456686084730773	0.08673370963389553	2.712517808023799	0.3256730961997027	0.03304324373757115	2.1989187209859383E-4	3.39466339456728E-4	1.7841166476225412E-4	1.1474525656695478	0.06286680381629048	3.5923589464089187	0.18171996041663302	0.18171996041663302	1.5890311617245985	-0.07605829125585171	0.2799883135388545	-0.03201917399667622	-0.03201917399667622	0.6329759587216779	2.8656878140365696	1.088689963327406	-26714.30852345869	-1724.5489592472106	399.4671778079186	-936.8836360267996
2800000	-29213.365817673355	-3014.7114517810805	-26198.654365892275	58.07851397193084	1955.6009380828593	808.955866549152	0.25139217473401404	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.31767258824546263	2.320614439097968	0.16885078503582457	0.06162614208193835	2.8009270927539487	0.3303089527848691	0.03621148447951523	1.8616747264190063E-4	2.935247538369124E-4	1.460812708158616E-4	1.3362712694182333	0.18134337618209878	3.620270703889086	0.5221007004903757	0.5221007004903757	1.564254742068696	-0.21939666053406925	0.29019073861955486	-0.09685685063592757	-0.09685685063592757	0.6716099375060565	2.397630345010139	1.0041031058124967	-26602.654426267804	-1724.5489592472106	404.00006037552765	-967.3233013192338
3200000	-29205.37780713504	-3034.731741603282	-26170.646065531757	58.99054069074392	1954.6889113640461	730.1590863640212	0.22508020835808135	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.31694136265917233	2.3021217819997677	0.1716601987843134	0.05826218743181472	2.7628624403483273	0.3881520287766142	0.024991675394894004	1.992628949517822E-4	2.973275968610833E-4	1.6114044104618324E-4	1.194072440066953	0.17944602773146728	3.307155388086668	0.45421424247890746	0.45421424247890746	1.9036840167202826	-0.18102394108507944	0.3126190876998526	-0.07459013200555742	-0.07459013200555742	0.5430942799459448	2.687154967431926	0.9170405981137537	-26588.06725229028	-1724.5489592472106	417.421186758522	-944.9759455737026
3600000	-29188.82549342735	-2994.018996852319	-26194.80649657503	58.406505672893125	1955.2729463818969	755.2885218375152	0.23083467326775559	6.450190172679587	5.91630860129704	4.606592370918637	5.012807426137112	5.188516983679256	4.925172988759968	4.1673126148638655	4.344973023472899	5.0080106502077015	4.277774411090151	4.086895881962091	2.3166423832711587	4.264562632994128	7.739958894835072	5.018850331302376	4.449263330503581	3.0217537693737833	2.654509394390744	6.073469907451591	7.673866064306149	9.152871741291184	9.389729586457042	10.824069523770818	9.256066107411295	7.881851490196711	7.5848572126345415	9.184949961022777	8.931888945545177	7.213910826056024	5.050245298098115	2.6500283163150407	2.1726381938032207	5.419437567263715	3.9063386637153394	1.443298883709057	6.357374571733639	5.6809403063606405	4.365807294299911	3.722204309161855	5.821068866664306	5.333156748022422	5.329846291589066	10.059500118817951	14.780950843397791	15.196126575734773	16.19283279446037	13.153765372306333	12.109596526502603	10.907591554723465	13.586196394409809	7.421586089798192	8.131442546082619	6.659920294831048	7.760042942789932	7.210364434963056	5.180117511814492	2.77759264273113	-0.9098750905487506	-5.271708467050821	-7.192503467297739	60.0	0.3334567765396872	2.366140881075474	0.15362202160343258	0.07920971721238573	2.7608121760423012	0.3067584275267325	0.0207568626991258	2.0183019124896107E-4	3.3682357410616076E-4	1.5266791661593774E-4	1.308461249145628	0.2696270402076129	3.01688264959898	0.29989343852952005	0.29989343852952005	2.0325552381258647	-0.12110625556132586	0.33640189486992916	-0.04963443014390635	-0.04963443014390635	0.4993148628329988	2.5622688622027083	1.0512131198613854	-26603.42477116254	-1724.5489592472106	408.6182745875069	-947.1901924706515
