# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Dec 21 11:35:17 CET 2021 [seed=1640082914861]
# -save_every 50000 -save_state Compiled_G_aligned_cut.states Compiled_G_aligned_cut.xml
state	location.rates.Cambodia.Other	location.rates.Other.Cambodia
0	1.0	1.0
100000	1.4661377757394403	0.5156188736058475
200000	1.4791618980866705	0.8647265510992732
300000	1.4408402917392997	1.3277809060309664
400000	1.087826810493649	0.5749110134856277
500000	0.9194448848189573	0.2404941355289758
600000	1.3980996001663415	1.1824032669761384
700000	1.968335580020484	1.7228474906253004
800000	0.05530848072573385	0.2372297623043069
900000	0.7441160441740953	1.3109131838610584
1000000	0.094007848438947	1.436717753103475
1100000	0.36808842609744236	0.6262184661224274
1200000	2.0207583273576484	0.9534391810506289
1300000	0.20771748165616283	0.11903679059342195
1400000	0.5980041776219749	2.1024481716245864
1500000	0.41242693928925955	0.49453858132535394
1600000	0.2950086292471802	0.25140306165041265
1700000	0.8349330269157865	2.9015651088621164
1800000	0.49891776432230456	2.021672559555599
1900000	0.10909828393429637	0.34920950627471076
2000000	0.6453823711363383	6.188596975779661
2100000	0.39474635673451397	1.0526547746212496
2200000	0.581564723140107	1.3096927644417669
2300000	0.5094196764308505	2.945226078063624
2400000	0.480005765900292	1.6986210327914175
2500000	0.8259987226985368	0.7320909378518072
2600000	0.1904954607768067	0.7020597758557844
2700000	0.1726612617737427	0.9141584008659761
2800000	0.15662860051227595	0.9762055891378624
2900000	0.009923705585394989	1.0295946940759018
3000000	1.3742953923098506	0.31186002468084245
3100000	0.974241223929583	2.926443699181885
3200000	0.053841068484884465	0.7772314861335795
3300000	1.9208452201754895	2.393618622668964
3400000	0.2792915550746642	2.6828880362833583
3500000	0.7920009187349233	3.6444821387659907
3600000	0.34898628428835243	1.4165925434595623
3700000	0.34718853022192286	0.5765558941067749
3800000	0.9039168504127811	1.0538470039188708
3900000	2.3580371902350907	0.3711396086374209
4000000	0.8798604149066703	1.2806372284532663
4100000	0.25987345788876376	0.3000050277842844
4200000	1.1740066613819955	2.9149974044398945
4300000	1.2222218500619086	1.2495532243998049
4400000	0.45882308978145897	0.5564550526416489
4500000	1.2626614386330408	0.8911416619154592
4600000	0.28913817335418784	2.143199773144618
4700000	1.3093771344129435	0.61203262968015
4800000	0.2613966162787485	0.13647587935910407
4900000	0.1495128283432677	2.034803819343172
5000000	0.23144572306385058	0.7311036834974485
5100000	1.2465025177120785	1.5736802775030976
5200000	0.2572333428767812	0.42130556055215745
5300000	0.38339416725107417	0.5333884146214429
5400000	0.1255236084825813	2.498162332509219
5500000	0.0026210053809778474	0.11477326473842792
5600000	0.324467307040744	0.9339349646579007
5700000	7.255750376244562E-4	0.9516757135034296
5800000	0.46204387969426364	1.1166000433888785
5900000	0.543398238583998	3.156102997226294
6000000	0.010039378888558501	0.3229466810119195
6100000	0.1868923976327925	1.455213291768501
6200000	0.00223225605589407	0.5734963163152516
6300000	2.9142431399178443	0.8658613463901488
6400000	0.12068800929801274	2.477946015124904
6500000	0.4315965531932376	1.4372047408681392
6600000	0.12878070918626436	0.5638580916352464
6700000	0.06242647515160341	0.17510172224575915
6800000	1.9175976088375897	0.36469490275927113
6900000	0.15710276156423886	0.254966339968275
7000000	0.03421151621371221	0.45410592935498967
7100000	0.2874312695182233	1.4063300036572688
7200000	3.935783900449515	1.301734457829397
7300000	0.249182623644827	0.9520024603442316
7400000	0.6583557159280778	0.46183200959325205
7500000	1.8041991951676521	1.4925353445579137
7600000	1.182286006013308	2.164439836020471
7700000	0.6460125879698914	1.6451377839247618
7800000	0.05396340528828387	0.6944890863149278
7900000	0.8612196317985067	0.8404647057315933
8000000	0.24523742844561547	2.475966398116219
8100000	1.5493678486468176	1.3070764165643982
8200000	0.0071716761842352	0.5029344676775755
8300000	0.42596230907028126	1.0684395678234433
8400000	0.06677352972787572	0.872984086621355
8500000	0.2803964141813973	2.86370827633163
8600000	0.27959365361164074	1.2503124583413157
8700000	0.19157851589895994	0.6429781518048298
8800000	0.5038076589866405	1.299899572187464
8900000	0.3899022189073578	0.5604951679998026
9000000	0.32898605525407715	0.6181173319753565
9100000	1.4573501452398743	3.964674944263131
9200000	0.33064595200403296	2.06867573895239
9300000	0.11360905603337912	1.5270027799046286
9400000	0.4452135649373149	3.6266693143099307
9500000	0.09338352048658888	2.1842200140042505
9600000	1.2404268718366103	1.7514096944507025
9700000	1.9047936849024336	1.8469165700346415
9800000	0.3352554494838556	4.025961790805193
9900000	0.08350343070196725	0.8168969322884688
10000000	0.2294409035731057	0.4974449788076161
10100000	0.5208008288426843	1.5547343489126433
10200000	0.5749880291162534	2.224922929870084
10300000	1.90197559280345	0.28152232896804724
10400000	0.09631006874063387	0.19277499915731594
10500000	0.037927055117626424	0.10836257229452977
10600000	1.1367651784521502	2.250280428058545
10700000	0.017032869682770454	1.6179093921902956
10800000	0.008484159656808148	0.4629260543983238
10900000	0.29643556908010904	1.7938299567946472
11000000	0.01942070414263523	0.3182842014861236
11100000	1.203547674789596	0.19589663933744453
11200000	0.6612271936528419	3.086767518797273
11300000	0.08863042777336137	0.18236616616424564
11400000	0.35200726528766196	1.2688174674326493
11500000	0.29127966440546	1.7247064437397992
11600000	0.5128662210415879	5.666722815765309
11700000	1.1467460452045597	0.905935219333935
11800000	0.2549525915592361	1.3539425825065106
11900000	0.04634029705377268	0.9821573704488968
12000000	0.15133078004213116	0.1018832372656071
12100000	0.10572354265735011	0.8067533006180118
12200000	0.07965785031260585	0.8799892788330965
12300000	0.28397013728957327	1.1768332197625968
12400000	0.32727302499255384	0.2565006211535792
12500000	1.3162878527314381	0.15236149702842733
12600000	0.21119661344891724	2.377733220143131
12700000	0.40006592619776216	1.4868403047248242
12800000	0.5044117342644369	0.9566406483832205
12900000	0.3893389353728806	0.1299306052848136
13000000	0.24280631541949352	0.3715656771658127
13100000	0.4006595543436298	0.7148678787148006
13200000	0.13610578517459243	0.16513332677744055
13300000	1.222928843060986	0.8954915007902177
13400000	0.4025195111660115	1.6998468635628003
13500000	0.14704688774037017	1.3846787023621103
13600000	0.5710344373810744	0.8786566460773099
13700000	0.031093028917058122	0.9418953560857801
13800000	0.0017473356294930929	2.0936262315583702
13900000	0.4676525108663246	1.058149171958554
14000000	1.130166230891616	2.677295076896517
14100000	0.06551644061910049	0.9158175973506213
14200000	0.19845110500659408	1.4957522648937585
14300000	0.13971394201094123	0.44703335485948476
14400000	0.6902464820763763	0.3897853265057447
14500000	0.2918971685026388	0.5838148589964023
14600000	0.15708364791009705	4.58119712964795
14700000	0.143180384202741	0.6183529812091354
14800000	0.262012494360449	1.3101218822165783
14900000	1.8284932564781065	1.0129601207206593
15000000	0.20837728805409905	0.5501722945547477
15100000	0.33230920868954134	2.0814773804092073
15200000	0.0780583330489289	0.9570124681838649
15300000	0.5228694721290427	0.5590818411068752
15400000	0.7504641455037918	1.070274909481767
15500000	1.1995526891815878	0.6695024877247584
15600000	1.3911323901816335	0.6732951756478958
15700000	0.24006334226056963	0.1635925967515595
15800000	0.19579417839497254	0.986116945604638
15900000	0.6596539024379977	0.853728592159783
16000000	1.367059613781779	0.8379485026055628
16100000	0.07492108388358192	0.6729898929224587
16200000	0.21638737947285933	2.6331934617158654
16300000	0.23309181699766993	2.7869670419020425
16400000	1.0890010842928086	0.7775338881936406
16500000	0.03969876608699767	0.8243058264273659
16600000	0.17847657433913547	0.2961161852533048
16700000	0.3223019204833472	0.4348386602229329
16800000	0.05013845449910978	1.457930546831739
16900000	0.16818658311120593	1.9424000241525394
17000000	0.002432675154112938	0.22727890021620362
17100000	2.0439677917287264	0.18810241778662917
17200000	2.086016663651263	0.9043386093928378
17300000	0.539037081220786	1.2539727144945298
17400000	0.27602438906811505	1.2486103167151623
17500000	0.08702980760877628	2.9866395413914013
17600000	0.8928103089676244	2.428147141379091
17700000	1.308242072031532	0.20587693560424966
17800000	0.46886052031656716	1.6577523570729726
17900000	1.3352463791405156	0.41319872503425503
18000000	0.7539237714221999	0.3562474008721544
18100000	0.8531925147887779	1.9764391405803265
