Land_cover_forests_RABV_CA_04,Land_cover_savannas_RABV_CA_04,Land_cover_grasslands_RABV_CA_04,Land_cover_croplands_RABV_CA_04,Land_cover_water_RABV_CA_04,Human_pop_density_RABV_CA_04,Elevation_RABV_CA_04,Annual_mean_temperature_RABV_CA_04,Annual_precipitation_RABV_CA_04
0,0,0,17,3,5693.00927734375,9.35999965667725,27.7443332672119,1269
0,0,0,23,2,250.413223266602,10.1599998474121,27.6424999237061,1365
0,0,0,25,0,121.929336547852,11.3199996948242,27.8540000915527,1457
0,0,0,6,19,281.890045166016,7.88000011444092,27.5616664886475,1288
0,0,0,2,11,141.258392333984,8.03999996185303,27.4811668395996,1506
0,0,1,16,0,8636.6494140625,9.11999988555908,28.2235012054443,1320
0,0,0,25,0,11089.234375,11.6800003051758,28.2931671142578,1333
0,0,0,20,2,155.239654541016,12.3599996566772,27.2910003662109,1559
0,0,0,25,0,7322.4755859375,41.8800010681152,27.8605003356934,1368
0,0,0,25,0,188.036071777344,13.960000038147,27.556999206543,1665
0,2,0,18,3,174.22737121582,43.5200004577637,26.9813327789307,1789
0,0,0,25,0,134.691986083984,13.1999998092651,27.9605007171631,1635
0,0,0,25,0,100.161460876465,14.7200002670288,27.1900005340576,1744
0,0,0,25,0,149.537200927734,20.3199996948242,27.9538326263428,1617
0,0,0,25,0,179.951950073242,37.5200004577637,27.2913341522217,2064
0,0,0,25,0,169.637557983398,8.4399995803833,27.9733333587646,1363
0,0,0,25,0,468.890411376953,8.4399995803833,27.9733333587646,1363
0,0,0,25,0,966.922729492188,7.32000017166138,27.9931659698486,1427
0,0,0,25,0,200.036361694336,12,27.9284992218018,1596
0,0,0,25,0,90.581672668457,11.6800003051758,27.9113330841064,1472
0,0,0,25,0,213.167251586914,16.7600002288818,27.7266674041748,1717
0,0,0,25,0,232.694763183594,8.11999988555908,27.9561672210693,1409
0,0,0,4,12,146.658798217773,6.84000015258789,27.4991664886475,1313
0,0,0,25,0,608.018981933594,13.1999998092651,28.0721664428711,1288
0,0,0,17,0,2719.06372070312,7.32000017166138,27.7161674499512,1288
0,0,0,25,0,312.94091796875,34.0400009155273,27.8778343200684,1311
0,2,10,13,0,1062.17114257812,57.7200012207031,27.2863330841064,1454
0,0,0,25,0,176.064926147461,34.0400009155273,27.8778343200684,1311
0,0,0,25,0,1004.41143798828,32.7200012207031,28.0818328857422,1230
0,0,0,25,0,199.405914306641,34.0400009155273,27.8778343200684,1311
1,2,0,21,1,82.5555038452148,8.52000045776367,27.4896659851074,1314
0,0,0,16,0,17807.35546875,10.0799999237061,27.9471664428711,1338
0,0,2,13,0,4953.24365234375,12.2799997329712,28.3255004882812,1343
0,0,0,25,0,39185.47265625,9.92000007629395,28.1923332214355,1350
0,0,0,25,0,173.414398193359,13.3999996185303,28.0345001220703,1684
0,0,0,25,0,49.4161911010742,44.8800010681152,27.8673324584961,1514
0,0,0,25,0,33.1660461425781,35.8400001525879,27.996166229248,1528
0,0,1,23,1,146.065338134766,8.52000045776367,27.6723327636719,1332
0,0,0,6,19,315.633514404297,5.11999988555908,27.4798336029053,1320
0,0,0,25,0,196.996353149414,8.72000026702881,27.920166015625,1362
0,0,0,10,11,404.089691162109,9.35999965667725,27.4721660614014,1323
0,0,0,25,0,330.130493164062,20.6399993896484,27.4501667022705,1312
0,0,0,25,0,193.251831054688,38.7200012207031,28.0976676940918,1281
0,0,0,17,7,1397.85705566406,9.92000007629395,27.5298328399658,1326
0,0,0,12,10,467.303466796875,9.84000015258789,27.6491661071777,1297
0,0,0,13,2,3559.20849609375,9.11999988555908,27.9426670074463,1305
0,0,0,20,4,222.459762573242,11.6800003051758,27.4985008239746,1384
0,0,0,16,0,14635.4697265625,10.0799999237061,27.9471664428711,1338
0,0,0,20,4,416.575378417969,11.6800003051758,27.4985008239746,1384
0,0,0,19,6,87.0539932250977,10.3999996185303,27.7169990539551,1429
0,0,0,18,7,223.646301269531,11.0799999237061,27.3274993896484,1410
0,0,0,24,1,146.718856811523,10.7600002288818,27.6296672821045,1401
0,0,0,24,1,184.816741943359,10.7600002288818,27.6296672821045,1401
0,0,0,24,1,224.336090087891,10.7600002288818,27.6296672821045,1401
0,0,0,18,7,901.016845703125,11.0799999237061,27.3274993896484,1410
0,0,0,24,1,153.166229248047,10.7600002288818,27.6296672821045,1401
0,0,0,21,0,965.491638183594,9,27.6098327636719,1319
0,0,0,16,6,335.712249755859,5.76000022888184,27.4898338317871,1301
0,0,0,25,0,113.989044189453,10.8400001525879,27.4839992523193,1412
0,0,0,25,0,352.163238525391,13.4399995803833,27.542667388916,1435
0,0,0,25,0,6274.10107421875,16.3999996185303,27.4675006866455,1370
0,0,0,25,0,319.455413818359,13.4399995803833,27.542667388916,1435
0,0,0,4,12,69.5883636474609,6.84000015258789,27.4991664886475,1313
0,0,0,25,0,109.663276672363,13.3599996566772,27.761833190918,1436
0,0,0,25,0,154.300506591797,12.6800003051758,27.8540000915527,1457
0,0,2,11,11,438.138397216797,9.11999988555908,27.4923343658447,1345
0,0,0,6,16,412.225982666016,6.40000009536743,27.4589996337891,1275
0,0,0,17,0,1775.07897949219,7.32000017166138,27.7161674499512,1288
0,0,0,25,0,248.231384277344,13.4399995803833,27.542667388916,1435
