Time	Mean	Median	Upper	Lower
2017.967	138.99134664768454	140.5485679812605	445.74454341042724	35.76377393932672
2016.9442727272728	175.66481415338717	169.61657266768728	408.28456316924945	73.69494763930965
2015.9215454545456	241.1086286726842	232.60998954780953	553.0142064125506	112.5720088111889
2014.8988181818183	188.63843326546697	182.82324507601209	412.867078343235	95.63617822238801
2013.876090909091	127.94083547433003	125.50770731872775	240.486950460367	72.02098459976163
2012.8533636363638	95.99642194009346	95.4419542607429	169.471969914634	52.768786961627995
2011.8306363636366	75.17678966914424	74.71785677459523	141.34269743338223	42.51891558514416
2010.8079090909093	89.11500595910489	89.87178759351048	172.30888812588407	46.887078078059986
2009.785181818182	150.6865136075979	146.94826464898364	305.4641263639384	68.81624388049671
2008.7624545454548	251.18875074499218	238.74597071862587	588.372245120525	124.10069444384328
2007.7397272727276	367.4821053887636	357.01574522420697	926.5436187907717	170.62146550420408
2006.7170000000003	458.67026521813284	443.10460828876376	1204.4470735830698	208.4495848263108
2005.694272727273	400.6249013440296	384.4917797083415	998.9814029208159	158.78330993854377
2004.6715454545458	292.9759129045026	292.7487916402045	669.848635923795	132.30609270722402
2003.6488181818186	259.8506473310998	257.0534527458295	543.5908722538534	118.24510348074126
2002.6260909090913	227.8141522928773	227.5010762348386	518.40786107518	108.19835808115812
2001.603363636364	212.70060650629273	203.7605005108465	473.782159722277	102.29914446207654
2000.5806363636368	211.3176063172502	207.69458015491662	499.57970601011795	92.72973720222453
1999.5579090909096	193.3492842148137	188.00862480360388	522.0669931217302	84.99705943597144
1998.5351818181823	163.13664017591543	158.21574001350683	442.7014829341307	69.18908189868982
1997.512454545455	116.25926936295471	113.85758071553775	344.2935495552751	45.91851267470545
1996.4897272727278	88.86911594620169	87.58436780236455	240.93130446044873	35.531678883619755
1995.4670000000006	73.54910197795479	72.30866545908809	219.67945161492096	27.99734822537613
1994.4442727272733	65.60374380869096	64.85746209686393	173.10366310035997	23.44527251877179
1993.421545454546	60.75429156986177	58.93113665130513	185.5865644840369	21.25982007553811
1992.3988181818188	59.88771469486874	57.95625039949544	173.41557392234233	19.938968233764683
1991.3760909090915	55.300839882495715	53.92652808392404	188.61802175176175	16.697176115233688
1990.3533636363643	48.907676809125306	47.13489114558363	185.1619185428385	12.618188091121887
1989.330636363637	41.76218489780771	40.710585634058226	239.30065564540502	8.457515985856789
1988.3079090909098	35.411384326984326	35.20648561467783	216.9405815031839	7.287077796369743
1987.2851818181825	28.017766685183126	27.95968494519771	192.84214086654197	5.078317298841737
1986.2624545454553	22.113817801366395	22.591459014440453	145.83316998730672	3.5945844398005096
1985.239727272728	18.07328964005859	18.864904845631493	173.06917000446705	3.3883028692423895
1984.2170000000008	15.098041472044487	15.615553682526583	91.69236679731418	2.2219317741773064
1983.1942727272735	12.699938450016834	14.146669269295908	74.29267210457479	1.537514175274797
1982.1715454545463	10.48445156265947	11.145026275743549	83.88879423389179	1.0571750032395202
1981.148818181819	9.512813758681881	10.462642536651972	59.356077819625476	0.866733940175411
1980.1260909090918	8.600930622100826	9.51403767937557	61.33447565904993	0.6078757826247885
1979.1033636363645	7.681281794290415	8.64585705413264	84.64174056187751	0.7184745768811911
1978.0806363636373	7.065521072781175	7.578329734210487	95.3960824514102	0.6229318490347624
1977.05790909091	6.487381803148632	7.1803666538731	91.76310132714903	0.35252856545963096
1976.0351818181828	5.867500762062285	6.662859977757034	62.39542410068747	0.22460009392594676
1975.0124545454555	5.45299626137318	6.249006626362257	93.76793629605802	0.2706859551253569
1973.9897272727283	5.183445578246396	5.83394918998166	96.99082373369703	0.2795756880956636
1972.967000000001	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1972.967000000001	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1971.9442727272738	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1970.9215454545465	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1969.8988181818193	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1968.876090909092	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1967.8533636363647	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1966.8306363636375	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1965.8079090909102	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1964.785181818183	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
1963.7624545454557	4.913415961122694	5.730227951779023	90.04889502672917	0.1945310291076632
