# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 12 17:45:24 CET 2021 [seed=1636735521041]
# -save_every 100000 -save_state Compiled_Genomes_aligned_gamma.states Compiled_Genomes_aligned_gamma.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	gps.precision.col11	gps.precision.col12	gps.precision.col21	gps.precision.col22	correlation	gps.varCovar.gps.precision.col11	gps.varCovar.gps.precision.col12	gps.varCovar.gps.precision.col21	gps.varCovar.gps.precision.col22	gps.diffusionRate	gps.halfDF	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3	treeLikelihood	branchRates	gps.traitLikelihood	skygrid
37950000	-43759.754439470045	-4039.5218083367886	-39720.23263113326	69.71515147234594	1948.2519718153253	1199.387097364048	13.274478023596725	5.202496827269401	5.249700191244029	5.222773233558681	5.390230275376367	5.437455083976582	5.273420493869757	4.680052940269035	4.599033426010213	4.580297377333751	4.708362354951182	4.9542457567819635	4.856451520806801	4.62155681086808	4.692622586312043	4.358978605751608	4.463523437351511	4.191693433559088	4.382571180330411	4.382032444002192	4.42483099045477	4.597880582406352	4.832355627311774	4.789251917214775	4.628667886680668	5.124782631095875	5.00579904725015	4.718816978382614	4.615034774842903	4.447637859789821	4.445881492792712	4.100216218285252	4.0280159752212334	3.6614423664486697	3.4519145687734256	2.991321533953252	2.5523775485221196	2.551030629463648	2.9288122867308766	2.8609345321278243	2.628321379575487	2.57891322845955	2.643059852647057	2.5627912776293793	2.6343059457437388	2.4746463288729252	45.0	0.3848212528964795	2.2467538717097493	0.15999977183012815	0.05426785548421261	2.8774990302844348	0.27665821779500427	0.31824319872029067	2.0725807942725697E-4	8.942581285108584E-7	2.0728314643442855E-4	0.004348165288608333	-0.0906866919635894	0.20595611100421554	-0.045046186725842007	-0.045046186725842007	0.38826625848787355	0.15929636514387518	4.981818695227515	0.5779846439747176	0.5779846439747176	2.6426092449885132	6.410618444717972	0.8945777579570144	247.02110216173375	465.68154077216985	-54.027815144426555	-39804.54080120648	-2424.571610696305	84.308170073219	-1217.823043969142
38100000	-43750.22463108074	-4060.59446982188	-39689.63016125886	60.547000790413435	1957.4201224972578	1160.2542112987212	7.618701876223947	4.677041534381148	5.5226334349305635	5.448367159101506	5.484148707793893	5.3644498170139014	5.17949339737853	4.865396406505997	4.790936122880998	4.904116813775043	4.829139948838325	5.009631135640247	4.749280600903132	4.801385838575425	4.770319074878853	4.44437977147726	3.862222648629195	3.902703662531427	3.8115804044355235	3.4268082043918033	3.570435663552156	3.982044057106551	4.491950114025066	4.870778596046606	5.085603485351362	4.652470602654763	4.922113850258376	4.832162200903709	4.711787692802854	4.888995785063648	5.111581204719652	4.75238869580317	4.642095571541832	4.33773860045272	3.686242587419852	3.7945821612557067	3.1070952115156882	3.315642080252185	3.7756351652399256	3.230223087527886	3.386835965571387	3.0275435000306525	3.3873327183964275	3.737581745849991	4.146829673815395	3.7046082978128485	45.0	0.34372991196670966	2.2667091279240252	0.1772656241460622	0.06754732626642276	2.864687981278868	0.28006002841792	0.3523208642624931	2.1198111032654844E-4	3.329812217052326E-5	2.105577445927327E-4	0.15990002328509384	-0.0023352904176474404	0.1695402044279283	-0.043963712804150554	-0.043963712804150554	0.3340894487204187	0.18472540651714578	6.106687369137344	0.8035951171452832	0.8035951171452832	3.098957566323514	6.78417351944527	1.182218041539541	196.7097361719499	387.62868982833396	-51.00908292534319	-39761.44322392455	-2424.571610696305	71.81306266569072	-1220.3407809810028
38250000	-43728.746778835535	-4009.4667254624264	-39719.280053373106	57.2802935432661	1960.6868297444053	1152.2642240938073	11.632276660069417	5.538046772647772	5.496910261290852	5.489289770219375	5.536268437976897	5.229053864408263	5.4712694680847065	4.853233250712318	4.956512817221416	5.044025722163785	4.789203650255967	4.7417873163707185	4.645497881288796	4.567736174936479	4.100201332000587	4.23312648090708	4.0720593376067145	4.274748611971525	4.412706816743647	4.593672472283802	4.6770392477900185	4.94708928087767	4.994882219446344	4.871301578952282	4.780795772671315	4.627319355712055	4.0796696756115916	4.133515055616582	3.9104598580482848	4.04739974788889	3.9712738823317464	3.3193259760469673	3.3979667955316057	3.704432728236629	4.316175731262061	4.391181743922527	3.6912909374826985	3.24510752976975	3.2475977059616747	3.339144424819147	3.506951019016603	3.498312395384783	2.905976898485106	2.3683447298736233	2.2818992543448107	2.522820353353057	45.0	0.34583038265621224	2.3789826246843995	0.1449672082496198	0.05756065240284382	2.7449706882968115	0.3276884437101209	0.3306910897703598	2.1862380318079004E-4	2.0883939990274084E-5	2.2123089179314892E-4	0.09633643787891821	0.03456047319986656	0.18415749544213353	-0.06597644978028001	-0.06597644978028001	0.4151480566913184	0.23861225094741917	5.757969290177445	0.9150720221057248	0.9150720221057247	2.554204906468426	6.72336221032965	1.1645395981144364	212.19809359668886	478.36025342747394	-76.0223027145384	-39788.225577549485	-2424.571610696305	68.94552417638083	-1210.58850319803
38400000	-43839.788289495904	-4097.725060594765	-39742.06322890114	60.047002604929	1957.9201206827422	1244.0882624317574	4.573152455581495	4.7478390226716884	4.802464625115794	5.314852569167406	5.608738955309401	5.555285996891109	5.781232302590787	4.843136030604867	4.839321469271966	5.085446419287463	5.251537377395787	5.27252770566931	4.777567821835256	4.649085120318868	4.200069753958399	4.608047565818122	4.262329963954713	3.9122007971433828	3.9936480725969234	3.7228197206346563	4.291495974659529	4.754367119114291	4.9463807373778375	4.832553540666826	4.380147774367655	3.87712824594914	4.539938885649384	4.623835602971102	4.840875286361747	4.953340462875013	4.936362303797599	5.327749989618017	5.245337973611303	5.182684971315722	4.873319896583997	4.321259654983608	4.35762743449693	4.76415105955901	3.599992027081724	4.019508808668846	3.3171726937015245	3.0440068188543017	2.776385100919906	3.6953960868151565	3.491398917486626	3.863405646282991	45.0	0.3398144196154625	2.5210463287011886	0.16742146047494055	0.07620956238430565	2.641779706131176	0.2537285226929352	0.30780418921556024	1.9075009884794638E-4	1.8171508369834438E-5	1.9193234719364983E-4	0.08759706066756623	0.010041092846776876	0.16150260536109995	-0.04175605348298654	-0.04175605348298654	0.3163331625957492	0.1847384592208101	6.41063462674207	0.8462053113166846	0.8462053113166846	3.2729233499935284	6.099971259786454	1.1981792083089362	200.92349568189266	393.54637460328814	-51.94821602365626	-39815.037248833345	-2424.571610696305	72.97401993220078	-1233.8727614667112
38550000	-43792.26803815298	-4088.1051764665594	-39704.16286168642	53.69514910811361	1964.2719741795577	1138.8980281640695	2.3424390702920044	3.8009746553407777	4.709568704487846	5.375458414044836	4.864357198678177	5.553298270794465	5.163794394472077	4.659548701967653	5.019031259182932	5.438775008724112	5.227623212242393	4.760774569512641	4.944467728720065	4.9615380821878965	4.689016528072365	4.0515075105716445	3.7602173330218296	3.192794778103277	3.406325175141131	3.3092219023519123	4.063939699265905	4.045466494667085	5.216398513833204	5.162199589214224	3.836562362559424	4.994866800324438	5.05990889815024	3.940945394440236	4.307578192100184	4.419203680758633	4.83665892485266	3.7589982851670696	4.223158380079738	4.472493653764536	3.5367498310998373	3.376820205744014	2.8474975492750882	4.602590596867953	4.051396694138524	4.491290734217791	3.810526504680049	3.8912629325755033	5.166181087210607	4.163048224328342	3.6521969547944844	3.563238141881135	45.0	0.31947611099154694	2.353172570200823	0.1604693805265492	0.08622690580126893	2.8221879492273954	0.2584670832524215	0.3279913441251647	2.0904012833713242E-4	2.923102694944129E-5	2.112520013982604E-4	0.14045548210675185	-0.053783182588710815	0.1396088862208957	-0.028350041631075358	-0.028350041631075358	0.3577684788983551	0.12685165348581368	7.280013009808465	0.5768777409858875	0.5768777409858875	2.8408162482691637	7.047636526108976	1.1099744646613263	159.00028523116006	407.46181515659515	-32.287806512001005	-39774.64184228809	-2424.571610696305	70.4789806016698	-1248.6856670928173
38700000	-43821.07913506897	-4094.051262035358	-39727.027873033614	71.68586508574163	1946.2812582019296	1303.0359474887694	3.6665028220084452	4.1506355897329446	4.5279508789332015	5.437090171130748	6.067832531752368	5.574559311094063	5.577064201643642	5.287317933893583	4.827005832256375	5.260020792348073	5.0759343210823635	5.52795359185074	5.022156457476157	4.152377629025579	4.180679356103053	4.303446283903623	4.85067826283659	3.9677714453454263	3.351869797377253	3.9730238434202594	3.956476734733462	4.239874589619483	4.063110925036287	3.7209912244297674	3.813371594900871	4.35232362031081	5.175777340780016	5.500590092499299	5.974288713058348	6.482705695312514	6.498155294230569	6.136447187343636	5.736491783700013	5.713611875647867	5.752523814801186	4.638187907864054	4.082614752016842	4.315893291051139	3.747442807957981	2.9663544811961513	2.83420092422195	3.0615735296362927	3.338376875193079	2.922176904048901	3.2421209243874296	3.212864607558811	45.0	0.365497870486449	2.3896030356911533	0.12921186822776584	0.07758515324781182	2.7313636120451292	0.3067384603016951	0.2792112023053035	1.7708354089982737E-4	5.196281696023671E-6	1.7715019723102713E-4	0.02914814856736604	-0.035454575185659025	0.18609795113921343	-0.03472909686102293	-0.03472909686102293	0.4400015411924111	0.12136559651328362	5.453847324421836	0.43046938308847776	0.4304693830884777	2.306696040542164	5.9130677377557985	0.9757296040090861	242.4923200884037	573.3378251241721	-45.25326163373226	-39806.261854065	-2424.571610696305	79.23398103138452	-1257.6707047299724
38850000	-43791.613125121454	-4088.245144291313	-39703.36798083014	62.0259373174303	1955.941185970241	1196.6879707790674	9.188807576649014	4.448038437563723	4.461016025357871	4.932845275488415	5.240236050886024	5.435333777465262	5.353906001615113	5.031653296940679	5.1058105047367555	4.883319611036286	5.282808090132493	4.689202276230289	4.168343806443777	4.3477395985421685	4.522567569772633	5.050692127408311	4.600190046541926	4.8963382935659086	4.560402322846875	3.919808218177	4.005409731902681	4.070592428551286	3.6790588944504963	3.544362830383081	3.8571481782405974	3.781727684758142	3.6092836386236637	4.050621590623065	4.131765883262623	3.7959691335152588	3.5976331024681527	3.561290008814992	3.832440053621336	3.989670485748444	4.1633046206712185	3.868061112384576	3.596333750894677	3.75243487965305	3.709014280442579	3.9348166223682837	3.5013170989461764	3.477268786247775	3.380067488160805	3.4913654121140874	3.3696610924106682	3.3292041657270266	45.0	0.3311963680398708	2.3478148984286658	0.14748333719693368	0.0816001268672242	2.80967548952529	0.2822297799420214	0.347081043032199	2.074101560924689E-4	6.693013530901045E-7	2.0747009833939185E-4	0.003051098284585335	0.020946291255731362	0.20773795822628086	-0.01349027516601284	-0.01349027516601284	0.25863628554137796	0.05819935232513525	4.830117158438739	0.2519352975357901	0.25193529753579014	3.8795742615444433	6.33526800585433	1.067219596347174	248.5975156835947	309.50693171434705	-16.143650013667152	-39786.62741341475	-2424.571610696305	83.25943258461292	-1227.5091245034291
39000000	-43776.51857346105	-4050.627918849456	-39725.89065461159	75.95843643346787	1942.0086868542035	1229.399830350812	16.71992702927524	5.061845123486355	5.073327208543533	5.376697713546936	5.274238351910527	5.403615510132192	5.4352243494141295	4.993632193832576	4.865911520063053	4.912743544329597	5.0451641057316925	4.859040642505925	4.812370942774069	4.539198118950701	4.6273172376743945	4.465547108778522	4.541624043572492	4.5327371048393745	4.74538635789292	5.119955142423597	4.898814488088037	4.958371207095665	4.985995008189485	4.743780040032745	4.546208246826601	4.552652995467648	4.244995230191352	4.283555622256038	4.241517442145975	4.437941028800117	4.064052231445023	4.199253540169704	4.246894266514204	4.278261683350912	4.1176868190529845	3.9801279633570736	3.956144750262159	3.78089877896017	3.6033063265200633	3.3702957350601324	3.046589989891193	3.385208256235779	3.5757392009481803	3.7308615136246224	3.4901515648657706	3.228588783325814	45.0	0.35364880409437993	2.328188883847083	0.18008028556054148	0.07165434584776248	2.8166869241046757	0.24974075654556321	0.3329462030370542	2.0626186680215881E-4	2.914369987061891E-5	2.020921497279724E-4	0.13868239246508887	-0.08020132498628005	0.15155410241206901	-0.03241603281429608	-0.03241603281429608	0.30080039683942994	0.15182273561659745	6.753984033120733	0.72784933246529	0.7278493324652899	3.4029010553182957	6.400473364940133	1.0136720393604295	186.3205877943672	369.80395684385206	-39.852265242541954	-39799.39163072739	-2424.571610696305	73.50097611580193	-1213.020662901723
39150000	-43755.61285216448	-4047.7610401322972	-39707.85181203218	64.49416282665736	1953.4729604610138	1252.944899987387	2.035676961015777	3.5184846894956445	5.088683446113918	5.484145098145825	6.295255000798828	5.257935935927499	5.817129710558474	4.798546471255242	4.47606128192369	5.763666147821638	4.998975897688669	5.1458114316541765	4.928208033712998	3.9317723060559375	4.114819754189389	3.7150076513450507	4.140723340530338	4.40992681799956	4.9608558107531895	3.8865043736468943	5.012353585259178	4.954491055375011	4.305034802736943	4.721140668519043	5.32506595326629	5.749956594945096	5.552730173973943	5.200100941703375	5.39641775857833	6.746940685428964	5.833217006355173	5.680811072375664	5.717278631079104	5.509184484073744	5.483223317581076	5.2351412929228065	4.319770767370327	4.175126380896085	3.3939299916529877	2.8751352719831593	1.8617857165343974	2.709852096816879	3.3459893555337046	3.8532277293958352	3.658672983804395	4.5326012840139445	45.0	0.37797943251819616	2.4123057750882873	0.15465054255636473	0.06609062337040067	2.765151921789076	0.22382170467767987	0.338194839007348	1.9110643347346545E-4	1.2552280868430233E-5	1.9109411700095382E-4	0.06454335353255551	0.04055314091033379	0.20389446656872903	-0.08016733546554658	-0.08016733546554658	0.3750860901384448	0.2898873404064672	5.354458103269082	1.14441097733736	1.14441097733736	2.910650134553627	6.268046058690706	1.2438127380505597	255.46853202293784	469.9622036951738	-100.44525411713457	-39782.83565269354	-2424.571610696305	74.98384066135301	-1257.6560799672272
39300000	-43820.234600916694	-4090.8521570042444	-39729.38244391245	64.00232488361027	1953.964798404061	1176.9794605464713	2.306007539852504	4.31432195244189	5.386438490361055	5.9426731390301955	5.794613876330353	5.274191608991662	5.64791705525569	4.498466435034257	4.979070743597996	4.901283573376744	5.163524054687916	4.917492347764125	4.241719187881434	4.367411689509061	4.355939533336337	4.3864456678235655	4.830436339379224	4.196419886158747	4.375179088450855	5.247688930734433	5.759140578426084	5.588333360340922	5.950823106436538	5.309619875368334	4.5041843186490365	4.313696636622633	3.8802561858783666	4.5178217087572445	4.634574868584912	4.315449448891511	3.442388671555814	4.155947713792657	4.150787311543598	3.608135968697629	3.8217034272162813	2.883534177002785	2.7314210114828574	2.1724573633751056	2.5412118767980703	2.7179039260939946	2.5698718326383707	2.8283062268419585	3.077957726272316	3.310854860927183	2.516082924687962	2.5140609504378535	45.0	0.3682110075367838	2.3399064100697133	0.18237683320414405	0.07006880530458952	2.7461730995295723	0.2932638443552002	0.3586787853267693	2.105310488933015E-4	1.4114796097988335E-5	2.092591113721354E-4	0.06557330730652859	0.013290198034593746	0.12863295366412464	-7.341891645632899E-4	-7.341891645632899E-4	0.28178900911564986	0.0038562912306119444	7.774173279223285	0.02025527469277794	0.020255274692777943	3.5488072240347233	6.796077540716352	1.1946736488690501	151.39834441210064	331.65987593686225	-0.8641255668467653	-39796.49846490813	-2424.571610696305	67.11602099567794	-1242.9162214981523
39450000	-43773.86311416551	-4047.0122344204065	-39726.85087974511	55.05390147864158	1962.9132218090297	1154.0331788736742	8.707292577199507	4.9078640059489445	4.823126866736586	5.634981408591773	5.937625529119947	5.378157702382197	5.301243852587274	4.7797602289611865	4.6449477799294545	4.890635998263845	4.977917970365517	5.005250488668729	4.206239641335426	3.951999842990912	4.183996697790581	3.573237595310957	3.753889408135258	3.86358510415164	4.1858718696107475	3.8696391676698836	3.7561291766448193	3.9479372068223135	3.73235120712617	4.283605284323738	4.632980997358567	4.3961145116784355	3.9932090613082343	4.383018127575626	4.591801445090739	4.427956209471868	4.328262214686093	4.1580423264124295	4.232150693458185	3.708881605691162	3.102679313402725	2.939006427902566	3.174801739470232	2.830324323278135	3.1046848744296534	3.159687562750865	3.4165304020352316	3.348981984808094	3.1094904191833637	2.9539131933628253	2.737422110799948	2.562311686935254	45.0	0.34361263837118416	2.4738255816653423	0.13716194411610946	0.0724526962322019	2.665153637346003	0.30779350226916274	0.3010858717055257	2.131391968000016E-4	3.022598085655251E-5	2.1281291634668215E-4	0.1463718927259402	0.0475257005007486	0.15949522023846116	-0.025518417820118437	-0.025518417820118437	0.2763088503020903	0.12155770996230585	6.363813839097966	0.5877280452580759	0.5877280452580759	3.673417947755901	6.985104575421199	1.2561923027495638	184.06277602694811	318.86958086505143	-29.449100836777895	-39794.47501307525	-2424.571610696305	67.62413333014678	-1217.884113484439
39600000	-43767.73876717508	-4039.776483490066	-39727.96228368501	54.30082149994098	1963.6663017877304	1193.5641384376597	11.810275615858925	5.250152396067373	5.015907517773595	5.40000190994654	5.742436695594336	5.282926077149513	5.3320932349573	4.91778079331279	4.772069970150424	4.978308435954181	5.200734191611728	4.689737075897093	4.682293494378591	4.136835164332011	4.171424153254571	4.455668319388694	4.532204566979179	4.198153008977066	4.144388856426687	4.183240326655871	4.108396963759385	4.128028213897208	4.331073241200768	4.2408867203365945	4.189461900079476	4.435753939067527	4.79327206013895	4.282514972397422	4.465790257356069	4.248159067889411	3.77171812970505	3.3056465659304575	3.7413177586497692	4.020522926477197	4.0764276375184645	3.981823943679415	4.001224511810158	3.690832316865742	3.772539402163149	3.658156938602056	4.073561535103363	4.035439941371074	3.4379479427676696	3.226279652667781	3.0901855650821983	3.1684609046402548	45.0	0.39647399323455046	2.351675805974772	0.16686190943128443	0.08273979228289714	2.7873639194074507	0.21488457966904845	0.3632899156487415	1.8817480712413965E-4	3.0345113602797645E-5	1.9085237041225546E-4	0.16840251346156448	-0.05202863663816892	0.17405141628089982	-0.03705270978737771	-0.03705270978737771	0.2874079069870235	0.165665409404973	5.907561887001369	0.7616045725558903	0.7616045725558903	3.577561675246734	6.606179932604017	1.2536012340150517	207.74152871716666	343.03977088313775	-44.22478563415211	-39779.60252074062	-2424.571610696305	51.6402370556097	-1216.9789983954224
39750000	-43766.22731535318	-4044.0728520909092	-39722.15446326227	56.63856263572042	1961.3285606519507	1103.3408767975038	2.678981612228761	5.512962002121068	5.334504767463501	5.420375183892055	5.410076687789572	5.408089300647989	5.434071312306398	4.63009004742054	4.883816282009925	5.298848781146267	5.774697008442818	4.145767565900914	4.565317526332084	4.484146377160846	3.650584795072578	4.353570541665913	3.3984006819846067	3.2902840042345765	3.7429458531990316	4.455320214266781	4.2071604557401034	4.237272944340523	4.295170831015643	4.006694250542466	4.283021652774511	3.7648713052122726	4.229892434645562	5.061636292394308	5.239234225514037	4.510657037948859	4.616793294454716	3.913174886056758	3.3739226731896594	3.0572126139848907	2.9015367610522693	3.481002451113295	3.2806425553938134	3.283304086994369	3.4526560666111106	1.9896798748496214	2.145435533573223	2.9849823504256485	3.5753300524004072	3.2661249330036384	2.689080333783035	2.0501310101578976	45.0	0.34996897681075256	2.407618578438473	0.16898424857914898	0.06989896288891677	2.725990186798023	0.2775390464846888	0.3404345326350252	2.2287823861755053E-4	3.967292776954056E-5	2.1771328102838063E-4	0.1759960583334971	0.014465280913684542	0.14464893230460305	-0.03656837062061758	-0.03656837062061758	0.27871660374700374	0.1821237453936616	7.150464042096278	0.93816018021706	0.93816018021706	3.710962946830905	7.343545932051646	1.1885030584047476	159.5970797967835	307.51942195624156	-40.34737810360828	-39786.14786445998	-2424.571610696305	63.99340119771077	-1219.711758879144
39900000	-43770.9896029022	-4034.798913960017	-39736.19068894218	52.57065167719258	1965.3964716104788	1092.5300385111746	7.564496791302265	4.257981226167661	4.681951120006903	5.32095501639022	5.404488707061453	5.591169337218642	5.054339401798857	5.1173424392305344	5.0002515216295915	5.004343326592457	5.137586342062987	4.533930214584845	4.417787269614673	3.893788627666821	4.089225700876625	4.325524385383574	4.454421450696917	3.92646786717563	4.00043490004921	4.745097549625725	4.727987714873281	4.680731114686244	5.221880693503565	4.76502674866515	4.491768471127404	5.069736863764948	5.235817135024654	4.909629410546863	4.7853164041780065	4.753461977429925	4.6955724997205595	4.069236467764393	3.445065966831378	3.9921859160349396	3.692933312591035	3.5672298783925522	3.9330250058981466	3.6735160942715486	3.1698248138076943	3.2171025003632976	3.4352063756648747	3.5517016698706274	3.0111576461529723	2.9727286876776233	3.907695887624628	3.340783391619639	45.0	0.35001206721609746	2.471781369395815	0.14662515405242207	0.06609382115910299	2.693899439718427	0.27158814845813883	0.32593282363786613	2.1938118137334347E-4	1.9053354580195326E-5	2.1999190220570113E-4	0.08185909046032304	-0.06844242996304617	0.20671948923953629	-0.019847874743680383	-0.019847874743680383	0.26299812332715294	0.08512301039181704	4.8727810680710055	0.3677377886538906	0.3677377886538906	3.8300608415927924	7.030761174892107	1.0993713175311557	225.84725153988092	287.33334980698106	-21.684399358078096	-39802.37187019394	-2424.571610696305	66.18118125176058	-1214.5583951426452
40050000	-43814.26204401506	-4077.638048122454	-39736.6239958926	69.25058512644222	1948.716538161229	1233.779862434042	5.730589107835391	4.475238211497259	4.855282958210586	5.52882210433983	5.780600425281375	5.484891390936519	5.949982459873271	4.938243270072502	5.043640040593034	5.615793297750413	5.606486739130185	5.381649402254028	4.511506254521572	4.942559852973856	4.664187938238441	3.9019023366697505	3.6613231638365495	4.5161465212320975	4.3053896844182775	4.177675100920439	4.498116378877246	4.290426516399252	4.60151493549841	4.744799433174655	5.00150856777827	5.209175365957046	4.731387000783945	4.412112373302068	5.0951025183007985	4.797608199000209	4.005326559958114	4.766750157732462	4.8156162700377045	4.982034491957672	4.221515701609287	4.50289234618794	3.8692372556048724	3.600464764220856	3.8234822024865256	4.294706918658818	3.354390134325339	3.3997272394661904	3.621287564026081	3.8892431147264706	3.5553576927804116	3.0044189553645375	45.0	0.34466219628846056	2.371048430513678	0.1790527931619723	0.06363675952000905	2.754948148851464	0.2866516716644201	0.33960297268242107	1.941481052030142E-4	1.631402472638514E-5	1.9217476572882126E-4	0.08213588278008521	-0.06004015227994038	0.21475424242920707	-0.07634888539391393	-0.07634888539391393	0.30700034931556086	0.29734619843514143	5.10811850639884	1.270354106414067	1.270354106414067	3.573253654355671	6.260300981049776	1.0466536205749313	264.959459681434	378.7708487457555	-94.19771731829556	-39800.1208582035	-2424.571610696305	63.49686231089815	-1235.4957275324614
40200000	-43793.72738517888	-4043.866368662426	-39749.86101651645	57.192378843066095	1960.7747444446052	1167.7378675745601	14.17459670199802	5.02038415718303	5.548213705871404	5.503535097642392	5.549639680471275	5.43291111196325	5.31411384769734	5.041161895034384	5.153523641179418	5.091860616119963	4.916574055069499	4.663786644437189	4.315604110422616	4.37874923464949	4.469588013089096	4.200541117203142	4.1904960770329875	4.396567366237193	4.2486892630230155	4.476279660678054	4.290189090834235	4.365690976275657	4.3596359705466545	4.284562693887096	4.181816786292111	4.646207261148192	4.704599656413605	4.777621930098038	5.200518523305213	5.014972031831114	5.207032811188881	5.0012914586979695	4.586773198793006	4.4858311168807505	3.98273318141152	3.8771682712440567	3.758160146120216	3.5940847148790627	3.3764180453257993	3.0495144221262978	3.024929486547972	2.7628054985375985	2.618057448970837	2.5145720351615806	2.6031568436533967	2.4632577664613553	45.0	0.3527453576129063	2.4412368543619465	0.1726815402855139	0.08705153440717682	2.67095130576919	0.2753334075632725	0.28519966477393127	2.0750692064636523E-4	9.319854512627081E-7	2.0749732198566828E-4	0.004462317120507397	-0.04705266469510297	0.17272253468972248	-0.053763107512618896	-0.053763107512618896	0.31755941421415756	0.22956060764562455	6.111707714899344	1.0347178646079853	1.0347178646079853	3.3241957270025853	6.81956076191933	1.1071214888645962	201.69464434064952	370.8261531826668	-62.781216520967405	-39810.667246332545	-2424.571610696305	60.80622981609194	-1207.7198249994563
40350000	-43759.38963415397	-4040.5901439579943	-39718.799490195976	58.37421042606689	1959.5929128616044	1133.3805105830086	13.795609751078915	5.625265146327607	5.606711783099506	5.545984974659468	5.635907209347169	5.797990828125311	5.574014399925483	4.754593626110007	4.935053168540484	5.147200134549917	5.252298773633215	5.116568367534494	4.771378715792618	4.5094035558995165	4.267316894093807	4.304378745388493	4.191736620083965	3.7850286705240523	3.922845366122589	3.7504840881346175	4.013471942804318	4.343850445280336	4.126615058422301	4.125800862459963	3.969887480584235	4.190211786149632	4.33218155419381	4.242438405929891	4.605249057499434	4.594891702386295	4.388508129405001	4.23507689690332	3.842743039126296	3.872068490747549	4.000386529914071	3.5913800807989196	3.5471964219147663	3.024344863731164	2.897886860158294	2.8198532895905877	2.8394002067883473	3.0281326626196763	3.5931964783056034	3.578975623354228	3.614675131015322	3.389785347142972	45.0	0.3812994873185025	2.3360862744220476	0.1547185642095113	0.08787373992595177	2.7677733727452627	0.2722485613787288	0.2917641590064399	2.1887803216968156E-4	1.0689937436796656E-5	2.1795080903356986E-4	0.04768585619545979	-0.03882002077976948	0.16396427288469506	-0.04377116147120985	-0.04377116147120985	0.42018061270371926	0.16676136912943243	6.273347346720949	0.6535087326171583	0.6535087326171581	2.448006417144069	6.9243125516293516	1.2248358950457967	185.83391131942744	476.22451736322273	-49.60938133705113	-39790.60817795402	-2424.571610696305	71.80868775804078	-1201.2924960131882
40500000	-43768.61532060261	-4051.1119720514876	-39717.503348551116	68.02189464878	1949.9452286388912	1207.656283364272	3.7137379230309833	4.252246116473673	4.977486580462571	5.467593589786703	5.795628407957104	5.855312886388676	5.377557889417224	4.966279803898698	4.987948353472418	4.8192593421544725	4.874993309317033	4.752329352276242	4.868735712702165	3.9128190468112853	4.724393132923368	5.0361016644479735	4.578371854699967	4.102689997096964	3.837756200889426	3.6709028264733417	4.553985081039348	5.064597075849407	4.982932182723562	4.791283508367555	4.626169648335129	3.9415010262950845	4.374124723959749	4.4065598567429936	3.881587325100477	3.7577508087675815	3.8151735966700793	3.991790523450407	3.116976242393232	2.543081972318981	3.2608110747892187	2.5819479383104516	2.7429857538011744	1.8680878619475203	2.2196316365467688	2.7068613282303877	3.01517088499491	2.962217782076072	2.820052371180385	2.9710245848731875	2.9254346575480437	2.6938973854078094	45.0	0.32209393136117415	2.3008992708958895	0.18422238331976895	0.056045174935192815	2.809401977065296	0.3273372624226834	0.3112024294536399	1.981657132735037E-4	2.7184807669206434E-5	1.98465134802431E-4	0.1324700858479775	0.0011310536840602715	0.15604675790927613	-0.02951158865051978	-0.02951158865051978	0.28196923361814397	0.14069036354001324	6.537742260099919	0.6842560722226724	0.6842560722226724	3.618102126406635	6.3021096059957	1.4445081226559855	188.45084768776073	340.5219166943599	-35.63985546586195	-39795.27083352751	-2424.571610696305	77.76748497639386	-1238.8123144679398
