node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km
204,178,55.795849544997,11.945387482949,103.96205869968,11.7732455809216,103.622265081709,55.795849544997,0,1958.74113675637,2014.53698630137,41.6857130411994
204,205,10.4665148262649,11.945387482949,103.96205869968,12.3621884070238,104.763890460055,10.4665148262649,0,1958.74113675637,1969.20765158264,98.8312256978705
205,206,5.7580833642042,12.3621884070238,104.763890460055,12.1574152267311,104.689989345482,16.2245981904691,10.4665148262649,1969.20765158264,1974.96573494684,24.1721961356388
206,207,4.88443561352622,12.1574152267311,104.689989345482,12.1088465637294,104.93849924561,21.1090338039953,16.2245981904691,1974.96573494684,1979.85017056037,27.5822305277501
207,208,21.4120523642657,12.1088465637294,104.93849924561,11.86620969447,104.643382954045,42.521086168261,21.1090338039953,1979.85017056037,2001.26222292463,41.980911531994
208,209,1.93965618713845,11.86620969447,104.643382954045,11.8679538170569,104.640896057346,44.4607423553994,42.521086168261,2001.26222292463,2003.20187911177,0.333323050140102
209,22,9.30358536910208,11.8679538170569,104.640896057346,11.0133000105696,104.053808308369,53.7643277245015,44.4607423553994,2003.20187911177,2012.50546448087,114.698032720759
209,210,2.40121569297346,11.8679538170569,104.640896057346,11.9631674936125,104.714931298641,46.8619580483729,44.4607423553994,2003.20187911177,2005.60309480474,13.3185399275132
210,211,3.8897684962371,11.9631674936125,104.714931298641,11.668441744957,104.574786399674,50.75172654461,46.8619580483729,2005.60309480474,2009.49286330098,36.1897279707584
211,91,2.58637167169484,11.668441744957,104.574786399674,11.5979030471305,104.628914456439,53.3380982163048,50.75172654461,2009.49286330098,2012.07923497268,9.8232983799617
211,212,1.73452496376582,11.668441744957,104.574786399674,11.6493622181614,104.503701607408,52.4862515083758,50.75172654461,2009.49286330098,2011.22738826475,8.03594753741483
212,37,2.61644735168981,11.6493622181614,104.503701607408,11.5788847528619,104.531815602473,55.1026988600656,52.4862515083758,2011.22738826475,2013.84383561644,8.42349958958206
212,118,0.909223757109351,11.6493622181614,104.503701607408,11.5698054122026,104.489567299348,53.3954752654852,52.4862515083758,2011.22738826475,2012.13661202186,8.9896858059182
210,213,5.79586635396732,11.9631674936125,104.714931298641,12.0519104687085,104.760975191676,52.6578244023402,46.8619580483729,2005.60309480474,2011.39896115871,11.0785981049695
213,106,2.5106278823829,12.0519104687085,104.760975191676,11.676597451598,104.917799415932,55.1684522847231,52.6578244023402,2011.39896115871,2013.90958904109,45.1396063024664
213,153,1.96268267690346,12.0519104687085,104.760975191676,11.9407802092845,104.778635949891,54.6205070792437,52.6578244023402,2011.39896115871,2013.36164383562,12.5200322925031
208,214,0.522074249346108,11.86620969447,104.643382954045,11.9648443984853,104.704129332212,43.0431604176071,42.521086168261,2001.26222292463,2001.78429717398,12.8199566468164
214,215,2.15215718497473,11.9648443984853,104.704129332212,11.8746278935333,104.641319850661,45.1953176025818,43.0431604176071,2001.78429717398,2003.93645435895,12.1520373623462
215,216,2.26544806977069,11.8746278935333,104.641319850661,11.9894571774913,104.688805635487,47.4607656723525,45.1953176025818,2003.93645435895,2006.20190242872,13.7899118581755
216,217,5.03625631885165,11.9894571774913,104.688805635487,12.1487483668145,104.846648248534,52.4970219912042,47.4607656723525,2006.20190242872,2011.23815874758,24.6925089541312
217,188,0.789163656794585,12.1487483668145,104.846648248534,12.0757779811011,104.902763376057,53.2861856479988,52.4970219912042,2011.23815874758,2012.02732240437,10.1634152879081
217,173,4.73170426612171,12.1487483668145,104.846648248534,12.0191238633012,104.998625658645,57.2287262573259,52.4970219912042,2011.23815874758,2015.9698630137,21.9529432782269
216,218,3.22302770528483,11.9894571774913,104.688805635487,12.0057210217036,104.788650133663,50.6837933776373,47.4607656723525,2006.20190242872,2009.42493013401,11.0220064021766
218,219,2.16501972432259,12.0057210217036,104.788650133663,12.0157442168009,104.793736268043,52.8488131019599,50.6837933776373,2009.42493013401,2011.58994985833,1.24569868049965
219,83,2.03196794988656,12.0157442168009,104.793736268043,12.0118806766504,104.155619792447,54.8807810518465,52.8488131019599,2011.58994985833,2013.62191780822,69.4830077251099
219,164,2.39909123755768,12.0157442168009,104.793736268043,11.9941298656536,104.779961189589,55.2479043395176,52.8488131019599,2011.58994985833,2013.98904109589,2.83542537286387
218,90,6.18602877009949,12.0057210217036,104.788650133663,11.930231016585,104.828818586903,56.8698221477368,50.6837933776373,2009.42493013401,2015.61095890411,9.47422016389741
215,220,3.27749070175867,11.8746278935333,104.641319850661,11.8128752814448,104.652358736746,48.4728083043405,45.1953176025818,2003.93645435895,2007.21394506071,6.97895812985797
220,221,4.42064655165316,11.8128752814448,104.652358736746,11.4035916462737,104.409478091281,52.8934548559937,48.4728083043405,2007.21394506071,2011.63459161237,52.7016358938934
221,108,2.51335359311296,11.4035916462737,104.409478091281,11.4379329886688,104.237888959439,55.4068084491066,52.8934548559937,2011.63459161237,2014.14794520548,19.1100430678615
221,222,3.92964977383328,11.4035916462737,104.409478091281,11.3445249417797,104.390703425548,56.8231046298269,52.8934548559937,2011.63459161237,2015.5642413862,6.88738962390119
222,223,1.10498951496411,11.3445249417797,104.390703425548,11.4365978801904,104.56560938973,57.928094144791,56.8231046298269,2015.5642413862,2016.66923090116,21.6656622805613
223,113,0.626659509795139,11.4365978801904,104.56560938973,11.55101900553,104.629604049933,58.5547536545862,57.928094144791,2016.66923090116,2017.29589041096,14.5254843950533
