# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Nov 26 17:53:36 CET 2021 [seed=1637945613932]
# N_all_years_sea_gamma.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	pInv	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	gps.precision.col11	gps.precision.col12	gps.precision.col21	gps.precision.col22	correlation	gps.varCovar.gps.precision.col11	gps.varCovar.gps.precision.col12	gps.varCovar.gps.precision.col21	gps.varCovar.gps.precision.col22	gps.diffusionRate	gps.halfDF	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3	treeLikelihood	branchRates	gps.traitLikelihood	skygrid
0	-76833.18716492571	-22627.685320663983	-54205.50184426172	426.3593882718759	1591.6077350157952	2437.27911758389	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	1.0	0.3333333333333333	0.9656751575500127	0.33683932223858565	0.006235628521271076	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	12.746325140561524	0.5	121.86395587919452	121.86395587919452	4.874558235167781	-41143.65809106579	-4585.756234530383	-13061.843753195933	-14601.997662999534
400000	-14071.232782692416	-6734.551704574497	-7336.681078117917	41.02944307161984	1976.9376802160514	1945.8441007644649	7.544134375899113	5.044143393917291	4.992184800211904	5.158803947206468	4.142727715871807	4.669091545293	4.41272105947616	4.716771409598466	5.198323512031944	5.783471744630873	5.8890374397144125	5.907692863930547	5.957584248890108	5.9702636273110725	5.89868402143864	5.794933523552841	6.225880712434866	6.000032014483056	5.491528256436623	5.6765834800406765	5.866604620242572	5.474268150914301	4.798974957298547	4.673681537524138	5.100338976126108	4.987839307464357	4.508483725545088	4.140180304824041	3.5361065516494428	3.0887484828563943	2.5297160807341337	2.284132155665748	2.6348860961859577	2.4222985373029333	2.473216515414349	2.4363786263641294	2.029453970906771	1.9517107544767964	1.201541737899205	1.2427668540029473	0.7992999225526415	0.6074305803960433	0.5500426398181777	0.45888766091024813	0.9760420249177484	0.5069959704335012	45.0	0.6140859711995166	1.8669916530280795	0.2798087756084698	0.37186752861850175	2.3193701949308227	0.5478758766146123	1.497659381247815	0.6186178964566359	2.824985030840362E-4	2.016969614440031E-4	2.657215033062684E-4	0.7220509034788545	0.055552940887013166	0.011965787587103562	-4.3672176411523294E-4	-4.3672176411523294E-4	0.022793430168094805	0.026444133906983008	83.6300807017857	1.6023510330755957	1.6023510330755955	43.902991966984864	13.280171881128789	14.80427296120861	23.283557187366128	44.352461628774066	-0.8497924683790762	-7002.27625290788	-4585.756234530383	-334.404825210037	-2102.9437888684456
800000	-14105.736282151502	-6948.6251174424515	-7157.111164709051	43.860865795473174	1974.106257492198	1951.5203275402214	3.5279225157441574	3.7653406850174553	4.4077728424859295	5.635884728031873	4.696103129769562	4.848561793484034	4.172808319566233	4.600586903706386	5.368439847932851	5.574016587379791	6.43845277293497	6.331027177785414	5.835598785457354	5.91295821485591	6.090760913461384	5.8229898089519585	5.863251429154754	6.001710644054718	6.820959577328429	6.068934910689535	5.706822724516675	5.47597434291041	5.805345447581876	4.977176258733873	4.063082993960366	4.656340193543447	3.847285740804584	3.744571657716477	4.099412301058028	3.889906102462584	4.947619215179338	3.930956483949566	3.002666406352515	1.9995731812312385	1.8909813674578015	2.8744591774534554	2.786625028752697	2.991156275153373	3.5051425377901104	3.03562554700186	2.3437119460460183	2.4247086121593795	2.0737249657200705	2.0327075044150362	2.0195969303446897	2.513924768452804	45.0	0.4723973482180569	2.0614258245192216	0.24677232686734926	0.15243751828943702	2.8824385119659914	0.18452847013994622	0.9912323295919238	0.5891000865214416	2.612288797251469E-4	2.0922386414234332E-4	2.3331328053504064E-4	0.7634169244165581	-0.014304167297458035	0.01458268145500354	-5.0737052116489454E-5	-5.0737052116489454E-5	0.02206132738627233	0.0028287249187620963	68.57504258282864	0.15771016170044483	0.15771016170044486	45.328550918062575	13.182652871827331	8.327143206460141	28.45839928948322	43.053128846830234	-0.09901438856479679	-6816.465801059692	-4585.756234530383	-340.64536364935896	-2108.435961020638
1200000	-14201.600453146444	-7164.5833100968175	-7037.017143049627	58.40910926335057	1959.5580140243208	1914.5736742339993	2.7589061193923063	4.422071470308483	4.686855360379202	5.533057313796889	4.9189134111240245	4.878384473228701	4.1262712681429345	4.533770976739418	4.579017794483896	5.703106817368555	6.240762921052125	6.894027894268188	6.702441443806965	6.420068577528773	5.570680414585245	6.063395839563815	5.774887098226415	5.805518072924471	5.6812895277949895	5.83485807448471	5.37864597160663	5.529563367806958	4.84893290173355	5.533669324310695	4.92758973740604	4.822419375313206	4.8984643904179155	3.897837642627648	4.502998267838481	4.224647374857719	4.346980805206132	3.843477336438004	4.5673804672625185	4.441710920121281	3.3131311529329714	3.2392539885462646	3.238437662589836	2.919929864238633	2.8221209547786477	3.005344658092598	2.739234739572115	2.443088197600185	2.391212735798468	1.8253263434338063	1.7658615294202011	1.9880407854157753	45.0	0.3443993359411146	1.975811936604802	0.29853577400804454	0.08681435338219719	3.128756587265521	0.16568201279832906	1.0777604403298118	0.5866926019921971	2.4942073418575845E-4	2.0649908198109104E-4	2.444999256664939E-4	0.8035516474880456	-0.024836570630777793	0.017903578734604773	-0.0018765991565321011	-0.0018765991565321011	0.027374923520877156	0.08476667229152333	56.258997552314106	3.8566532349761	3.8566532349760996	36.79416278330916	12.684206987887874	3.790737210688312	34.27772051984996	52.411307907240506	-3.592887342186089	-6746.75272351529	-4585.756234530383	-290.2644195343364	-2103.91800898622
1600000	-14254.569340952332	-7294.287161122077	-6960.282179830255	43.796815820010906	1974.1703074676605	1821.9837015853243	4.574133531829765	5.017637351427151	5.5269256877666315	5.15125877117601	5.122895864713972	4.402931239455015	4.3891582870877	4.704539767294713	4.537609477200702	5.482736596635596	5.809565125077163	5.846597274155707	5.967848746688549	5.533946226852601	5.485141964973216	5.901329363586268	6.0500918607798635	5.912899524903779	5.696956443833133	5.640304951459961	4.965385814316956	4.775398137048374	4.394908385467403	4.4134787088123675	4.780609823562625	4.466653588922291	3.6483456362821123	4.290957274183325	3.8337746489772084	3.827692332549691	3.6301941259776553	4.070876666001035	4.414897784325563	4.406727125287333	4.675696093835774	4.746173336700559	4.422271947538059	5.147137650539341	4.861115576398117	4.268491219077532	3.2039939494526686	2.4801750001350062	2.097451205636204	2.1334943677624176	1.3915098230654805	1.6544391714376587	45.0	0.27339017446837915	1.8531529112929732	0.1846900310055266	0.11271393471785658	3.2852360944687553	0.2908168540465165	1.8572489063003	0.6702897911623128	2.431507009778522E-4	2.1057320682952272E-4	2.3114390863274468E-4	0.7717671319240689	0.020630088291956762	0.024428932919819783	-0.001598802711325367	-0.001598802711325367	0.04422742249744605	0.048640363576433004	41.03214409506699	1.4832947417289468	1.4832947417289468	22.664026955508287	12.566419659433112	2.4822130382701917	44.509117627032836	80.58164295347481	-2.9129924820852446	-6716.475705856454	-4585.756234530383	-243.80647397380142	-2091.016805026287
2000000	-14274.236720825607	-7339.640744240363	-6934.595976585244	41.81897478717349	1976.1481485004979	1725.311240746471	3.811214645290974	4.838411226653497	4.752390043637526	5.353490149012104	5.531228713682853	4.764838281365741	4.299867182964142	4.4900767248948465	4.663740173538469	5.066428394390092	5.593151815265066	6.032095943650543	6.061500357725391	5.86811596193178	5.34333433651713	5.649077864458061	6.021519485110839	6.182054149581072	5.633458366169876	5.579913120577846	4.956312280351478	4.628875971302964	4.962875968029738	4.332898386405073	4.627883991790997	4.604163403098949	3.666206524005522	3.2810511442563297	2.773226014667043	3.3969074375911354	2.9967226999179672	2.5919267186232	2.9980086707600275	2.8141146431477417	2.478503296205549	2.2879330024645674	1.6192702922428506	1.1295280100336824	1.0509413814644966	0.9621231264411916	0.6554863008495054	0.4464550989346996	1.1552159351990483	0.6423781510715146	0.33514364127572926	0.7633771995171217	45.0	0.47460791978823147	1.6180329888105447	0.24201063389289512	0.10170715133152247	3.3236453730479143	0.2399959331289078	1.6787216910834035	0.6135216176254058	2.632293257669123E-4	1.5021487682906765E-4	2.673655170133336E-4	0.5619699890312719	-0.03634982826032772	0.03352152272784919	-1.3087378832338703E-4	-1.3087378832338703E-4	0.058395675943990366	0.0029580155977356813	29.831841412802067	0.06685779443842023	0.06685779443842023	17.12470544723184	12.945363069218416	1.5999200659195207	57.83505996929651	100.75071611715487	-0.22579801811341388	-6754.534219555458	-4585.756234530383	-180.0617570297863	-2073.1337623628706
2400000	-14194.175203553375	-7315.884162580492	-6878.291040972884	45.38217952690837	1972.5849437607628	1632.275157899055	7.293786499716468	4.789981786877715	5.075747785191238	5.250170296132838	4.993167493933619	4.200152910182888	5.054463452313354	4.6567419012133495	5.035924607944924	5.120939820828832	5.545706731269137	5.356925015449742	5.78774817955623	5.746801973482574	5.5355759032684055	5.41153382339704	5.342908312593134	5.549500137196061	5.670437423656134	5.104004173254084	4.885884910591535	4.621959865087968	3.98695310602188	3.8636768997475612	3.8165669433350895	4.000834847182584	3.8919932019644254	4.007386538286341	3.6760401546034864	3.3646089299268427	3.470754798818395	3.41227092818414	3.5305239767917582	3.101445325554584	2.4101756708855913	2.4084980779884786	2.159337284753604	2.2415997391026337	3.093182299007416	2.25636769425057	1.562707791885241	1.6779454497260013	1.9705437664697651	2.004633437486776	1.3307048138386792	1.0839683584804032	45.0	0.42094517720987673	1.7739871368936473	0.24935072018093266	0.10241338095912222	3.177335604014178	0.2759679807422505	0.8507123144117493	0.5763231677162765	2.78116718199409E-4	2.266150705773646E-4	2.7021748577056126E-4	0.7929749554136653	-0.05965559001085576	0.03724445852090631	-0.00792662813255181	-0.00792662813255181	0.07030314730699941	0.15490672349818752	27.509758581935106	3.101705039506322	3.101705039506322	14.573829219207948	13.813673295217516	1.2903605783769996	60.793204413077156	114.75408087133299	-12.938438186668098	-6692.794187461646	-4585.756234530383	-185.49685351123742	-2038.8524553949544
2800000	-14201.49535454316	-7381.459437185536	-6820.035917357623	46.055788961650066	1971.9113343260212	1775.4569219011785	8.012876234981018	5.128496931096124	4.88650521280314	5.015667328043358	4.919446439913937	4.96719696158599	4.533163828190597	4.279366239778561	4.03427938683652	5.276918209005378	6.033278613079182	5.890448474868227	6.352008063218346	5.784940657856741	5.884729930574273	5.7355906843298445	5.883552704710188	5.050417110071495	5.977892759201021	5.6200073924926475	5.070388307089893	5.403991949299018	4.776077831033657	4.581569774117561	4.404963466449173	4.096173294236618	4.388551543136962	3.6747470496136825	3.3547375461337374	3.797594253960967	3.5031927305991473	3.1380766520151204	3.2754118394766283	3.057389899058985	3.160688914584655	3.1422783801071694	3.1541998040144206	3.669998484314421	3.3571913444919868	3.013906554458298	3.137465350093037	3.0640633008657856	2.3721886872941615	1.8421450973530984	2.108360698007168	2.0754272081105407	45.0	0.3802044573081619	1.964388633441879	0.1456782702548243	0.11647795594919498	3.0818570609374407	0.31139362210849875	0.47927194340717405	0.43957889195834965	2.7537213189566726E-4	1.8148434963451395E-4	2.65512724752814E-4	0.6606197251296984	-0.03945658329792204	0.04478916716879212	-0.012661353989714269	-0.012661353989714269	0.07608245091332214	0.21689593382911918	23.429018431182303	3.8989687165400797	3.8989687165400793	13.792487104686456	12.48405648228223	1.1013699466158868	79.52123687602098	135.08111410926443	-22.4796885816793	-6668.589139314946	-4585.756234530383	-151.44677804267673	-2074.099364133718
3200000	-14274.474396052272	-7435.587656018666	-6838.886740033605	41.08856627239462	1976.8785570152766	1779.8186897028056	7.255400233615659	5.010067672531077	5.166959264167864	5.593401467520167	5.040606699337497	4.9559942692210885	5.007419996524122	4.4996041473031925	4.933693349572043	4.939460879660593	5.443455496094671	5.425253942471054	6.3591052531102505	6.282814470634447	6.285044877078814	6.030924094852491	6.025720506648764	5.569564096070659	5.1365473873995455	4.962497222014454	5.086812872623412	4.554828702104308	4.445444078437946	4.737671030930997	3.8142007482130467	4.054478128764629	3.6909118467196844	3.4605457778588136	3.2061791010560565	2.911475206271936	3.4141804071447925	2.7854761466506073	2.043884523223562	2.1138325051638227	1.9970115516591804	2.431301450855519	2.064166839760223	1.900663900175647	1.522829745143087	1.7284461924547931	0.8194786272455412	-0.1019207915919138	0.3606526457009436	-0.2137919612374457	-0.08417410878261955	0.14020365290917547	45.0	0.28493876571390925	2.020382586239007	0.21806746806176486	0.12746723762085083	3.1226761964108363	0.22646774595362706	0.9936644215958518	0.5502425133997677	2.4451623658730917E-4	1.344839229799549E-4	2.4694194396282347E-4	0.561431695563842	-0.01910356131728591	0.04267961151505756	-0.012065484003520447	-0.012065484003520447	0.09597404932308488	0.18852007762909184	24.29378819050812	3.0541205134603575	3.054120513460357	10.803435402725928	12.73948516705979	1.149799823656865	75.96197024375452	170.81640671168537	-21.474373929775926	-6691.889008815343	-4585.756234530383	-146.9977312182618	-2102.8209079694498
3600000	-14239.483032173075	-7434.763998236583	-6804.719033936492	43.41799276723341	1974.5491305204378	1621.1127066899123	8.721826202510469	5.147740651418893	5.474244297864962	5.69439412324519	4.946448611761551	4.398488466357504	4.535350759766284	4.4017894824237285	4.375059167037845	4.845230638468867	5.0033036118215515	5.592560991355212	5.730386982247299	5.714594839739341	5.562842811090867	5.399554697190509	5.360440119759366	5.394524631149708	5.111119595364491	4.830639985897667	5.099136941715049	4.219907207247814	4.003221752613376	3.862565507314523	4.0887966704227345	3.9188521799594622	4.164959073713104	3.796184103802285	3.5980585415608033	3.1207637377306856	2.832644216746288	3.0930890260844524	2.6577649347238523	2.8546553158683095	2.8826846400911927	2.981601837177049	2.202561164765111	2.4833163698077865	2.0515004500463725	1.9161275675250493	1.9569560203623846	2.43105061005109	1.997666341702634	1.6261648462639542	1.5650515394984783	2.0423483541380922	45.0	0.35540421084527263	1.8841425038435502	0.2008668478466727	0.07185817953411419	3.2450724390291503	0.24265581890123994	1.5835462064930639	0.6133722204348089	2.8790842941564884E-4	1.4315468206592917E-4	2.979638945470343E-4	0.504263460299874	0.02967598215267321	0.0490118069679243	-0.020217596097767715	-0.020217596097767715	0.10930540263953602	0.2762220503861593	22.08857472278198	4.085597521590753	4.085597521590753	9.904368259634253	13.38320957974058	1.0219890910893425	79.45366305353527	177.19637712880893	-32.77500193281563	-6675.577789773982	-4585.756234530383	-129.14124416251053	-2030.4689412864068
