Land_cover_forests_RABV_CA_04,Land_cover_savannas_RABV_CA_04,Land_cover_grasslands_RABV_CA_04,Land_cover_croplands_RABV_CA_04,Land_cover_water_RABV_CA_04,Human_pop_density_RABV_CA_04,Elevation_RABV_CA_04,Annual_mean_temperature_RABV_CA_04,Annual_precipitation_RABV_CA_04
0,0,2,11,11,182.98567199707,9.11999988555908,27.4923335711161,1345
0,0,0,25,0,236.005661010742,19.6000003814697,28.0598332881927,1256
0,0,0,6,16,355.306335449219,6.40000009536743,27.4589999516805,1275
0,0,0,21,0,435.504486083984,9,27.609833240509,1319
0,0,0,25,0,235.875671386719,7.48000001907349,27.75066669782,1424
0,0,0,25,0,159.146881103516,149.759994506836,26.7833330631256,1398
2,0,3,7,0,34.902156829834,6.3600001335144,27.5674997965495,2989
0,13,1,11,0,64.8088684082031,79.4000015258789,27.1396667162577,1815
0,0,0,25,0,879.738098144531,13.7600002288818,27.777500073115,1547
0,0,0,25,0,241.761688232422,7.59999990463257,27.7703332901001,1388
0,0,0,25,0,195.543991088867,7.76000022888184,27.6741665999095,1515
0,0,0,25,0,235.875671386719,7.48000001907349,27.75066669782,1424
0,0,0,25,0,216.78889465332,8.4399995803833,27.9733334382375,1363
0,0,0,25,0,195.543991088867,7.76000022888184,27.6741665999095,1515
0,0,0,25,0,725.233093261719,13.3199996948242,27.6621665159861,1254
0,0,0,25,0,281.359497070312,25.3199996948242,27.5621666113536,1558
0,0,0,25,0,1047.98828125,12.4399995803833,28.1348331769307,1298
0,0,0,25,0,13682.9130859375,9.92000007629395,28.1923330624898,1350
0,0,0,10,12,219.177673339844,7.40000009536743,27.5084999402364,1330
0,0,0,3,19,234.743453979492,8.19999980926514,27.630833307902,1219
0,0,0,25,0,62.0517883300781,7.84000015258789,27.5641665458679,1319
0,0,0,25,0,191.355972290039,43.4799995422363,27.9901665846507,1282
0,0,0,25,0,53.6181716918945,52.1599998474121,27.5550002257029,1740
0,0,0,25,0,8817.9541015625,11.6800003051758,28.2931668758392,1333
0,0,0,25,0,3902.7666015625,41.8800010681152,27.8605000972748,1368
0,0,0,21,4,273.220184326172,20.0400009155273,27.3221667607625,1732
15,2,0,4,0,82.5824737548828,13.8800001144409,27.030500014623,1786
